g	nindividual	cost	p(0)	p(1)	p(2)	p(3)	p(4)	p(5)	
15	863	7.59232e-05	16.7975	0.984592	3.04069	46.0392	0.182768	10.0747
15	858	7.63107e-05	17.0241	0.983995	81.6889	61.6503	0.180778	21.6273
15	837	7.67035e-05	17.0867	0.724546	3.71002	24.8898	0.182356	53.2501
15	872	7.69983e-05	18.5642	0.970517	3.69131	24.6467	0.182553	52.8727
15	857	7.78392e-05	16.844	0.987786	3.03435	46.3183	0.183636	10.2248
15	845	7.8392e-05	16.9257	0.988697	3.04813	46.178	0.183249	10.1634
15	916	8.10576e-05	18.588	0.795898	18.9402	57.9473	0.123732	21.9136
15	870	8.38211e-05	18.6191	0.990098	80.9039	44.0676	0.183631	21.2364
15	903	8.44021e-05	18.6858	0.976824	37.1441	61.6472	0.12343	21.6639
15	841	8.46097e-05	18.6708	0.980661	37.3157	61.8077	0.123677	53.1316
15	849	8.46467e-05	18.6926	0.982846	42.9169	43.9971	0.182194	21.2651
15	799	8.56392e-05	16.8992	0.993945	3.70666	58.347	0.176483	19.5248
15	915	8.63976e-05	16.7365	0.65393	3.65242	77.519	0.0949538	10.0032
15	756	8.65896e-05	18.7743	0.979489	80.7743	44.0577	0.183411	21.3929
15	942	8.71721e-05	18.8458	0.989275	81.2793	43.7704	0.183231	76.7638
15	838	9.09248e-05	18.9687	0.787602	70.7222	62.315	0.125415	21.9085
15	582	9.18221e-05	18.6203	0.721673	3.68336	24.8007	0.182269	53.1518
15	761	9.28387e-05	19.0191	0.782488	37.0053	62.3507	0.124719	53.3967
15	913	9.34362e-05	16.8661	0.987935	3.68429	57.5778	0.183797	21.4303
15	934	9.40002e-05	18.6937	0.976925	82.0811	30.5669	0.181065	21.8815
15	874	9.45757e-05	18.7887	0.998277	34.3167	56.5684	0.17822	21.6533
15	930	9.49137e-05	18.6019	0.984601	43.2164	56.6103	0.18115	21.6912
16	914	3.94131e-05	12.3624	0.873592	2.71632	52.3497	0.102537	7.48061
16	541	3.96312e-05	13.7627	0.723471	3.0182	46.1418	0.0924066	8.3084
16	856	4.83677e-05	13.7718	0.720689	3.0231	46.4119	0.0942429	8.37088
16	963	4.98368e-05	16.6016	0.716334	3.03921	46.7964	0.0926188	8.40902
16	932	5.22654e-05	13.6547	0.991405	3.01294	45.9417	0.181367	10.1725
16	959	5.34888e-05	16.9725	0.979286	3.69403	30.4823	0.176782	10.1179
16	977	5.47843e-05	16.8441	0.726593	3.65513	46.4615	0.0955858	19.5453
16	887	5.53664e-05	16.9601	0.986525	3.68341	30.3203	0.175977	53.2295
16	795	5.71575e-05	16.9176	0.726525	37.757	77.9336	0.0948827	66.35
16	938	5.72816e-05	17.0648	0.73059	3.68621	46.6382	0.0951089	10.1243
16	686	5.90275e-05	17.0376	0.727291	3.68151	58.7347	0.0947053	24.1846
16	944	5.9121e-05	16.8121	0.788173	37.3235	57.7819	0.125266	53.4701
16	951	5.95316e-05	16.9683	0.783429	37.8456	78.6682	0.0947169	53.2471
16	806	5.97027e-05	16.9219	0.786784	37.1927	57.9938	0.124675	53.0163
16	909	6.19176e-05	17.0208	1	3.04105	58.4335	0.123897	10.1359
16	917	6.22778e-05	17.1442	0.783583	70.8815	61.9603	0.126321	22.0715
16	901	6.23568e-05	16.781	0.789638	19.0619	46.9246	0.124191	10.4919
16	911	6.30788e-05	16.8569	0.96156	3.74282	26.4268	0.174791	19.496
16	972	6.34354e-05	16.678	0.78634	3.71462	59.1747	0.123604	24.3253
16	980	6.46753e-05	16.8657	1	3.68218	45.9707	0.178453	19.1923
16	813	6.48491e-05	16.9186	0.99766	3.72774	46.1853	0.176974	19.3528
16	966	6.49503e-05	17.0613	0.98444	42.9851	43.4051	0.176568	5.39868
16	994	6.53375e-05	16.6573	0.998805	59.9491	58.037	0.176576	19.4633
16	935	6.60112e-05	17.0397	0.995245	3.63816	24.9827	0.178387	10.2046
16	642	6.66619e-05	17.0759	0.987583	42.9898	43.354	0.18353	5.34546
16	859	6.67199e-05	17.0014	1	60.5322	46.5911	0.177256	10.4016
16	985	6.69565e-05	16.9944	0.999807	38.0609	62.6179	0.124589	68.7475
16	990	6.76479e-05	16.9238	0.987813	32.824	46.484	0.181796	10.216
16	567	6.80907e-05	16.8971	0.73264	37.9416	56.624	0.0939678	10.1687
16	928	6.84424e-05	16.7685	0.989176	42.6399	45.7708	0.177041	19.2434
16	854	6.87747e-05	16.9729	0.991183	3.67023	46.1925	0.179365	10.2427
16	969	6.88634e-05	16.75	0.981811	42.5965	45.4181	0.176637	19.0713
16	950	6.9769e-05	16.9049	0.976097	59.0327	58.13	0.176023	19.65
16	974	6.98654e-05	16.9769	0.721249	37.3949	56.3239	0.0945872	66.505
16	961	7.08291e-05	16.8171	0.992107	42.7651	44.3051	0.18261	21.1147
16	962	7.09376e-05	16.8996	0.986007	42.862	57.1855	0.179952	21.5173
16	989	7.11377e-05	16.7681	0.976783	42.9739	46.6382	0.182801	21.4323
16	941	7.1357e-05	16.733	0.794509	37.6138	61.7692	0.0932633	10.0993
16	881	7.20619e-05	16.8047	0.955201	59.0346	58.4575	0.175781	19.4941
16	896	7.24203e-05	16.922	0.993754	43.2407	56.6826	0.18335	21.5362
16	828	7.31352e-05	16.8969	0.720844	3.66415	77.4032	0.094302	66.7522
16	967	7.33e-05	17.0377	0.989568	3.05203	46.2871	0.175071	10.051
16	910	7.34667e-05	17.0666	0.987662	42.8709	42.9969	0.184298	53.5009
16	949	7.36782e-05	17.0035	0.989629	43.2836	43.1556	0.185121	67.3087
16	993	7.55194e-05	17.0039	1	3.01153	58.5664	0.0926078	8.3796
16	863	7.59232e-05	16.7975	0.984592	3.04069	46.0392	0.182768	10.0747
16	858	7.63107e-05	17.0241	0.983995	81.6889	61.6503	0.180778	21.6273
16	837	7.67035e-05	17.0867	0.724546	3.71002	24.8898	0.182356	53.2501
16	872	7.69983e-05	18.5642	0.970517	3.69131	24.6467	0.182553	52.8727
16	995	7.76173e-05	17.025	0.978341	3.70884	46.6312	0.185452	19.4725
17	914	3.94131e-05	12.3624	0.873592	2.71632	52.3497	0.102537	7.48061
17	541	3.96312e-05	13.7627	0.723471	3.0182	46.1418	0.0924066	8.3084
17	1004	4.08654e-05	13.6405	0.726486	3.6875	91.2229	0.0946502	66.874
17	856	4.83677e-05	13.7718	0.720689	3.0231	46.4119	0.0942429	8.37088
17	1012	4.94388e-05	13.8448	0.725977	3.01179	46.4349	0.09299	8.4535
17	963	4.98368e-05	16.6016	0.716334	3.03921	46.7964	0.0926188	8.40902
17	932	5.22654e-05	13.6547	0.991405	3.01294	45.9417	0.181367	10.1725
17	1017	5.24784e-05	16.5283	0.992362	3.04756	58.4308	0.123957	10.1069
17	1013	5.25688e-05	13.8361	0.718534	3.03648	46.3045	0.0949101	54.4727
17	959	5.34888e-05	16.9725	0.979286	3.69403	30.4823	0.176782	10.1179
17	977	5.47843e-05	16.8441	0.726593	3.65513	46.4615	0.0955858	19.5453
17	887	5.53664e-05	16.9601	0.986525	3.68341	30.3203	0.175977	53.2295
17	1031	5.63468e-05	13.6576	0.723051	38.0212	77.3895	0.0954132	65.9605
17	795	5.71575e-05	16.9176	0.726525	37.757	77.9336	0.0948827	66.35
17	938	5.72816e-05	17.0648	0.73059	3.68621	46.6382	0.0951089	10.1243
17	1036	5.77582e-05	16.8741	0.724244	3.00757	56.2396	0.0926366	66.2964
17	1020	5.84545e-05	17.0526	0.736846	3.65931	46.3983	0.0936486	10.179
17	686	5.90275e-05	17.0376	0.727291	3.68151	58.7347	0.0947053	24.1846
17	944	5.9121e-05	16.8121	0.788173	37.3235	57.7819	0.125266	53.4701
17	1022	5.92976e-05	16.9609	0.782119	37.5755	78.1977	0.0949393	53.5634
17	951	5.95316e-05	16.9683	0.783429	37.8456	78.6682	0.0947169	53.2471
17	806	5.97027e-05	16.9219	0.786784	37.1927	57.9938	0.124675	53.0163
17	1044	6.09408e-05	17.056	0.789806	37.1388	57.4371	0.12539	52.9131
17	1018	6.18066e-05	16.7031	0.793853	3.68621	58.2264	0.123438	24.4082
17	909	6.19176e-05	17.0208	1	3.04105	58.4335	0.123897	10.1359
17	917	6.22778e-05	17.1442	0.783583	70.8815	61.9603	0.126321	22.0715
17	901	6.23568e-05	16.781	0.789638	19.0619	46.9246	0.124191	10.4919
17	911	6.30788e-05	16.8569	0.96156	3.74282	26.4268	0.174791	19.496
17	1040	6.31292e-05	16.905	0.999256	3.66403	44.0729	0.179356	20.9634
17	1024	6.31765e-05	16.8245	0.990766	3.66585	45.6171	0.176264	18.9738
17	972	6.34354e-05	16.678	0.78634	3.71462	59.1747	0.123604	24.3253
17	1011	6.44483e-05	16.7313	1	3.65568	46.345	0.179984	19.2646
17	980	6.46753e-05	16.8657	1	3.68218	45.9707	0.178453	19.1923
17	813	6.48491e-05	16.9186	0.99766	3.72774	46.1853	0.176974	19.3528
17	966	6.49503e-05	17.0613	0.98444	42.9851	43.4051	0.176568	5.39868
17	1050	6.5066e-05	17.1665	0.997255	42.9924	43.4936	0.177564	5.41122
17	994	6.53375e-05	16.6573	0.998805	59.9491	58.037	0.176576	19.4633
17	935	6.60112e-05	17.0397	0.995245	3.63816	24.9827	0.178387	10.2046
17	1037	6.61322e-05	16.735	0.984415	33.1496	45.4532	0.176921	10.2649
17	642	6.66619e-05	17.0759	0.987583	42.9898	43.354	0.18353	5.34546
17	859	6.67199e-05	17.0014	1	60.5322	46.5911	0.177256	10.4016
17	1041	6.68577e-05	17.0399	0.990522	43.2505	43.0187	0.18468	5.38022
17	985	6.69565e-05	16.9944	0.999807	38.0609	62.6179	0.124589	68.7475
17	1014	6.72681e-05	16.601	0.980654	3.70779	46.7916	0.181705	21.591
17	990	6.76479e-05	16.9238	0.987813	32.824	46.484	0.181796	10.216
17	567	6.80907e-05	16.8971	0.73264	37.9416	56.624	0.0939678	10.1687
17	1001	6.83586e-05	16.9969	0.732721	38.2536	56.9744	0.0956507	24.0968
17	1002	6.83874e-05	16.851	1	57.5485	46.7607	0.17839	19.5205
17	928	6.84424e-05	16.7685	0.989176	42.6399	45.7708	0.177041	19.2434
17	1034	6.86231e-05	16.9091	0.999078	60.8609	46.3328	0.176527	21.2367
18	1053	3.28061e-05	13.8175	0.722712	3.03506	56.1549	0.0934851	8.39913
18	914	3.94131e-05	12.3624	0.873592	2.71632	52.3497	0.102537	7.48061
18	541	3.96312e-05	13.7627	0.723471	3.0182	46.1418	0.0924066	8.3084
18	1004	4.08654e-05	13.6405	0.726486	3.6875	91.2229	0.0946502	66.874
18	1073	4.15487e-05	13.9403	0.727234	3.0262	46.2884	0.124038	8.40718
18	856	4.83677e-05	13.7718	0.720689	3.0231	46.4119	0.0942429	8.37088
18	1012	4.94388e-05	13.8448	0.725977	3.01179	46.4349	0.09299	8.4535
18	963	4.98368e-05	16.6016	0.716334	3.03921	46.7964	0.0926188	8.40902
18	1097	5.11913e-05	13.7183	1	3.66793	77.3708	0.0954977	10.1847
18	932	5.22654e-05	13.6547	0.991405	3.01294	45.9417	0.181367	10.1725
18	1017	5.24784e-05	16.5283	0.992362	3.04756	58.4308	0.123957	10.1069
18	1013	5.25688e-05	13.8361	0.718534	3.03648	46.3045	0.0949101	54.4727
18	1089	5.31926e-05	16.84	0.722143	3.04217	46.3591	0.0934155	8.44667
18	959	5.34888e-05	16.9725	0.979286	3.69403	30.4823	0.176782	10.1179
18	1098	5.41914e-05	13.5626	1	3.00239	46.3751	0.181656	19.6015
18	1083	5.45625e-05	13.8506	0.72536	3.03448	46.1697	0.0942553	54.1182
18	977	5.47843e-05	16.8441	0.726593	3.65513	46.4615	0.0955858	19.5453
18	1066	5.53133e-05	16.9728	0.717802	2.99435	45.7253	0.0940749	24.2591
18	887	5.53664e-05	16.9601	0.986525	3.68341	30.3203	0.175977	53.2295
18	1067	5.60842e-05	16.8242	0.733047	32.8858	78.254	0.0951825	66.9926
18	1031	5.63468e-05	13.6576	0.723051	38.0212	77.3895	0.0954132	65.9605
18	795	5.71575e-05	16.9176	0.726525	37.757	77.9336	0.0948827	66.35
18	1052	5.71935e-05	17.1108	0.728397	3.63239	45.9485	0.09638	10.2743
18	938	5.72816e-05	17.0648	0.73059	3.68621	46.6382	0.0951089	10.1243
18	1036	5.77582e-05	16.8741	0.724244	3.00757	56.2396	0.0926366	66.2964
18	1062	5.83093e-05	17.0131	0.723494	3.69251	58.1551	0.0946111	24.3318
18	1020	5.84545e-05	17.0526	0.736846	3.65931	46.3983	0.0936486	10.179
18	686	5.90275e-05	17.0376	0.727291	3.68151	58.7347	0.0947053	24.1846
18	944	5.9121e-05	16.8121	0.788173	37.3235	57.7819	0.125266	53.4701
18	1022	5.92976e-05	16.9609	0.782119	37.5755	78.1977	0.0949393	53.5634
18	951	5.95316e-05	16.9683	0.783429	37.8456	78.6682	0.0947169	53.2471
18	1054	5.96823e-05	16.6665	0.993018	3.65665	45.5121	0.175481	10.2605
18	806	5.97027e-05	16.9219	0.786784	37.1927	57.9938	0.124675	53.0163
18	1078	5.99642e-05	17.2047	0.734563	3.69306	46.4725	0.0942332	10.2435
18	1044	6.09408e-05	17.056	0.789806	37.1388	57.4371	0.12539	52.9131
18	1018	6.18066e-05	16.7031	0.793853	3.68621	58.2264	0.123438	24.4082
18	909	6.19176e-05	17.0208	1	3.04105	58.4335	0.123897	10.1359
18	917	6.22778e-05	17.1442	0.783583	70.8815	61.9603	0.126321	22.0715
18	1051	6.23228e-05	13.8493	0.775089	3.0599	46.2864	0.0956867	53.5186
18	1059	6.23351e-05	17.1224	0.996757	3.06362	56.594	0.123771	24.2104
18	901	6.23568e-05	16.781	0.789638	19.0619	46.9246	0.124191	10.4919
18	911	6.30788e-05	16.8569	0.96156	3.74282	26.4268	0.174791	19.496
18	1040	6.31292e-05	16.905	0.999256	3.66403	44.0729	0.179356	20.9634
18	1024	6.31765e-05	16.8245	0.990766	3.66585	45.6171	0.176264	18.9738
18	972	6.34354e-05	16.678	0.78634	3.71462	59.1747	0.123604	24.3253
18	1011	6.44483e-05	16.7313	1	3.65568	46.345	0.179984	19.2646
18	980	6.46753e-05	16.8657	1	3.68218	45.9707	0.178453	19.1923
18	813	6.48491e-05	16.9186	0.99766	3.72774	46.1853	0.176974	19.3528
18	966	6.49503e-05	17.0613	0.98444	42.9851	43.4051	0.176568	5.39868
18	1064	6.49588e-05	17.0581	1	3.63612	43.65	0.179401	20.8468
19	1126	3.08334e-05	13.7519	0.728203	3.65727	76.6669	0.0950922	19.1115
19	1053	3.28061e-05	12.4358	0.794983	2.73155	50.5394	0.102834	7.55922
19	1101	3.53768e-05	14.0512	0.732265	3.02292	78.6778	0.0947361	8.34405
19	1128	3.73446e-05	13.9758	0.780759	3.0305	46.2462	0.123766	8.48347
19	914	3.94131e-05	12.3624	0.873592	2.71632	52.3497	0.102537	7.48061
19	541	3.96312e-05	13.7627	0.723471	3.0182	46.1418	0.0924066	8.3084
19	1004	4.08654e-05	13.6405	0.726486	3.6875	91.2229	0.0946502	66.874
19	1073	4.15487e-05	13.9403	0.727234	3.0262	46.2884	0.124038	8.40718
19	1122	4.7446e-05	13.8723	0.72305	3.02498	46.5115	0.0939551	8.46047
19	1134	4.78426e-05	13.7453	0.728454	3.06487	57.959	0.124836	10.0795
19	856	4.83677e-05	13.7718	0.720689	3.0231	46.4119	0.0942429	8.37088
19	1012	4.94388e-05	13.8448	0.725977	3.01179	46.4349	0.09299	8.4535
19	963	4.98368e-05	16.6016	0.716334	3.03921	46.7964	0.0926188	8.40902
19	1143	5.02518e-05	13.9347	0.97933	3.04965	46.2914	0.174829	54.3278
19	1119	5.05599e-05	13.7295	0.727704	3.04279	46.0666	0.0950698	8.39448
19	1120	5.08036e-05	16.5381	0.987453	3.68402	58.413	0.124167	10.2329
19	1097	5.11913e-05	13.7183	1	3.66793	77.3708	0.0954977	10.1847
19	932	5.22654e-05	13.6547	0.991405	3.01294	45.9417	0.181367	10.1725
19	1123	5.23548e-05	16.5223	0.984886	3.05601	58.2471	0.125176	10.0868
19	1017	5.24784e-05	16.5283	0.992362	3.04756	58.4308	0.123957	10.1069
19	1013	5.25688e-05	13.8361	0.718534	3.03648	46.3045	0.0949101	54.4727
19	1089	5.31926e-05	16.84	0.722143	3.04217	46.3591	0.0934155	8.44667
19	959	5.34888e-05	16.9725	0.979286	3.69403	30.4823	0.176782	10.1179
19	1136	5.35614e-05	16.6935	0.998891	3.04614	46.4617	0.124174	19.1963
19	1113	5.36584e-05	16.7391	0.721413	3.62779	46.0561	0.0950175	19.3673
19	1098	5.41914e-05	13.5626	1	3.00239	46.3751	0.181656	19.6015
19	1083	5.45625e-05	13.8506	0.72536	3.03448	46.1697	0.0942553	54.1182
19	977	5.47843e-05	16.8441	0.726593	3.65513	46.4615	0.0955858	19.5453
19	1066	5.53133e-05	16.9728	0.717802	2.99435	45.7253	0.0940749	24.2591
19	887	5.53664e-05	16.9601	0.986525	3.68341	30.3203	0.175977	53.2295
19	1129	5.55277e-05	16.5239	1	3.73564	46.1456	0.124519	10.6958
19	1127	5.55555e-05	13.8636	0.974027	3.71395	56.3572	0.175367	10.1568
19	1067	5.60842e-05	16.8242	0.733047	32.8858	78.254	0.0951825	66.9926
19	1031	5.63468e-05	13.6576	0.723051	38.0212	77.3895	0.0954132	65.9605
19	1115	5.69445e-05	16.8327	0.791557	37.4669	57.5781	0.123458	10.5591
19	1111	5.70469e-05	13.7769	0.999701	3.67873	77.5074	0.0942674	53.1063
19	795	5.71575e-05	16.9176	0.726525	37.757	77.9336	0.0948827	66.35
19	1052	5.71935e-05	17.1108	0.728397	3.63239	45.9485	0.09638	10.2743
19	1117	5.72385e-05	17.0709	0.731078	3.66032	46.0273	0.0956449	10.3393
19	938	5.72816e-05	17.0648	0.73059	3.68621	46.6382	0.0951089	10.1243
19	1036	5.77582e-05	16.8741	0.724244	3.00757	56.2396	0.0926366	66.2964
19	1062	5.83093e-05	17.0131	0.723494	3.69251	58.1551	0.0946111	24.3318
19	1020	5.84545e-05	17.0526	0.736846	3.65931	46.3983	0.0936486	10.179
19	1109	5.84829e-05	16.935	1	3.08882	56.336	0.124233	24.1012
19	1103	5.89554e-05	16.7302	1	3.74759	45.9031	0.173538	19.4684
19	686	5.90275e-05	17.0376	0.727291	3.68151	58.7347	0.0947053	24.1846
19	944	5.9121e-05	16.8121	0.788173	37.3235	57.7819	0.125266	53.4701
19	1022	5.92976e-05	16.9609	0.782119	37.5755	78.1977	0.0949393	53.5634
19	1139	5.95293e-05	16.8564	0.992861	3.76084	43.2741	0.176073	20.8819
19	951	5.95316e-05	16.9683	0.783429	37.8456	78.6682	0.0947169	53.2471
20	1126	3.08334e-05	12.3767	0.801023	3.29154	69.0002	0.104601	21.0226
20	1190	3.12082e-05	14.0487	0.990362	3.00313	58.7263	0.123238	8.49609
20	1053	3.28061e-05	12.4358	0.794983	2.73155	50.5394	0.102834	7.55922
20	1101	3.53768e-05	14.0512	0.732265	3.02292	78.6778	0.0947361	8.34405
20	1128	3.73446e-05	13.9758	0.780759	3.0305	46.2462	0.123766	8.48347
20	914	3.94131e-05	12.3624	0.873592	2.71632	52.3497	0.102537	7.48061
20	541	3.96312e-05	13.7627	0.723471	3.0182	46.1418	0.0924066	8.3084
20	1004	4.08654e-05	13.6405	0.726486	3.6875	91.2229	0.0946502	66.874
20	1073	4.15487e-05	13.9403	0.727234	3.0262	46.2884	0.124038	8.40718
20	1184	4.65587e-05	13.9149	0.722935	3.02815	46.5134	0.0941147	8.29371
20	1122	4.7446e-05	13.8723	0.72305	3.02498	46.5115	0.0939551	8.46047
20	1153	4.7714e-05	13.8554	0.714748	3.09123	46.7347	0.0946506	10.0123
20	1134	4.78426e-05	13.7453	0.728454	3.06487	57.959	0.124836	10.0795
20	1173	4.8278e-05	13.968	0.987179	3.02044	46.3065	0.173982	54.7781
20	856	4.83677e-05	13.7718	0.720689	3.0231	46.4119	0.0942429	8.37088
20	1175	4.91704e-05	13.8866	0.975565	3.71269	77.3957	0.0939009	10.1594
20	1012	4.94388e-05	13.8448	0.725977	3.01179	46.4349	0.09299	8.4535
20	1183	4.94844e-05	13.7402	0.724824	3.01191	46.705	0.09355	8.39777
20	1151	4.97728e-05	13.8782	0.726078	2.9932	45.9849	0.0928191	8.47688
20	963	4.98368e-05	16.6016	0.716334	3.03921	46.7964	0.0926188	8.40902
20	1143	5.02518e-05	13.9347	0.97933	3.04965	46.2914	0.174829	54.3278
20	1119	5.05599e-05	13.7295	0.727704	3.04279	46.0666	0.0950698	8.39448
20	1166	5.07652e-05	16.6049	0.723929	3.65037	46.3825	0.0958218	8.40083
20	1120	5.08036e-05	16.5381	0.987453	3.68402	58.413	0.124167	10.2329
20	1186	5.10356e-05	14.0169	0.72012	3.08006	46.1762	0.095131	54.3495
20	1097	5.11913e-05	13.7183	1	3.66793	77.3708	0.0954977	10.1847
20	1174	5.14292e-05	13.7493	0.725148	3.05174	46.8813	0.0925228	8.40294
20	932	5.22654e-05	13.6547	0.991405	3.01294	45.9417	0.181367	10.1725
20	1123	5.23548e-05	16.5223	0.984886	3.05601	58.2471	0.125176	10.0868
20	1017	5.24784e-05	16.5283	0.992362	3.04756	58.4308	0.123957	10.1069
20	1013	5.25688e-05	13.8361	0.718534	3.03648	46.3045	0.0949101	54.4727
20	1089	5.31926e-05	16.84	0.722143	3.04217	46.3591	0.0934155	8.44667
20	959	5.34888e-05	16.9725	0.979286	3.69403	30.4823	0.176782	10.1179
20	1136	5.35614e-05	16.6935	0.998891	3.04614	46.4617	0.124174	19.1963
20	1113	5.36584e-05	16.7391	0.721413	3.62779	46.0561	0.0950175	19.3673
20	1157	5.40582e-05	16.5907	0.584675	3.04111	47.1226	0.0927782	8.44923
20	1098	5.41914e-05	13.5626	1	3.00239	46.3751	0.181656	19.6015
20	1177	5.4348e-05	17.1043	0.969694	3.7082	30.6317	0.17607	10.1571
20	1171	5.45514e-05	16.7463	0.726363	3.69157	46.3901	0.0945409	19.5792
20	1083	5.45625e-05	13.8506	0.72536	3.03448	46.1697	0.0942553	54.1182
20	977	5.47843e-05	16.8441	0.726593	3.65513	46.4615	0.0955858	19.5453
20	1066	5.53133e-05	16.9728	0.717802	2.99435	45.7253	0.0940749	24.2591
20	887	5.53664e-05	16.9601	0.986525	3.68341	30.3203	0.175977	53.2295
20	1161	5.55168e-05	13.5146	0.994356	2.98506	46.8381	0.181828	19.5628
20	1129	5.55277e-05	16.5239	1	3.73564	46.1456	0.124519	10.6958
20	1127	5.55555e-05	13.8636	0.974027	3.71395	56.3572	0.175367	10.1568
20	1160	5.56109e-05	16.7523	0.721846	38.2225	77.046	0.0955163	8.44765
20	1067	5.60842e-05	16.8242	0.733047	32.8858	78.254	0.0951825	66.9926
20	1031	5.63468e-05	13.6576	0.723051	38.0212	77.3895	0.0954132	65.9605
20	1167	5.6815e-05	13.831	1	3.00084	46.7927	0.12394	19.0465
21	1245	2.77306e-05	13.9781	0.730695	2.98061	69.2001	0.0926392	8.5086
21	1225	2.95282e-05	13.9724	0.784733	2.69987	52.412	0.103267	7.51727
21	1126	3.08334e-05	12.3767	0.801023	3.29154	69.0002	0.104601	21.0226
21	1190	3.12082e-05	14.0487	0.990362	3.00313	58.7263	0.123238	8.49609
21	1212	3.13342e-05	13.6979	0.732824	3.67176	77.8147	0.0946807	10.1703
21	1229	3.26005e-05	13.8831	0.718774	3.07063	78.0795	0.0953536	53.8657
21	1217	3.2671e-05	14.014	0.721345	3.67942	77.0857	0.094681	10.1726
21	1053	3.28061e-05	12.4358	0.794983	2.73155	50.5394	0.102834	7.55922
21	1243	3.33207e-05	13.9549	0.976219	3.01625	58.4107	0.123093	19.0515
21	1208	3.49949e-05	13.685	0.788241	2.7251	50.7356	0.102306	8.40486
21	1101	3.53768e-05	14.0512	0.732265	3.02292	78.6778	0.0947361	8.34405
21	1224	3.66247e-05	12.2537	0.729854	2.9698	69.5979	0.0927188	8.52526
21	1128	3.73446e-05	13.9758	0.780759	3.0305	46.2462	0.123766	8.48347
21	1207	3.93599e-05	13.9193	0.727293	2.69505	46.0494	0.0943445	8.39682
21	914	3.94131e-05	12.3624	0.873592	2.71632	52.3497	0.102537	7.48061
21	541	3.96312e-05	13.7627	0.723471	3.0182	46.1418	0.0924066	8.3084
21	1004	4.08654e-05	13.6405	0.726486	3.6875	91.2229	0.0946502	66.874
21	1241	4.12735e-05	13.926	0.722808	3.01513	46.6724	0.122879	8.4739
21	1073	4.15487e-05	13.9403	0.727234	3.0262	46.2884	0.124038	8.40718
21	1214	4.27169e-05	13.8601	0.720236	3.01986	46.412	0.123735	8.52323
21	1202	4.30881e-05	13.8424	0.724827	3.0207	46.6094	0.124975	8.33783
21	1247	4.31993e-05	13.7919	0.728019	3.01446	47.0251	0.125263	8.37332
21	1238	4.33905e-05	13.7601	0.996477	3.07628	77.1203	0.096097	19.0047
21	1184	4.65587e-05	13.9149	0.722935	3.02815	46.5134	0.0941147	8.29371
21	1205	4.70106e-05	13.6922	0.716334	3.03139	46.5595	0.125517	10.631
21	1122	4.7446e-05	13.8723	0.72305	3.02498	46.5115	0.0939551	8.46047
21	1211	4.76406e-05	14.0214	0.734878	3.02764	46.0932	0.0943879	8.3647
21	1153	4.7714e-05	13.8554	0.714748	3.09123	46.7347	0.0946506	10.0123
21	1134	4.78426e-05	13.7453	0.728454	3.06487	57.959	0.124836	10.0795
21	1232	4.80628e-05	13.8219	0.730692	3.03705	46.6184	0.0950781	8.4063
21	1173	4.8278e-05	13.968	0.987179	3.02044	46.3065	0.173982	54.7781
21	856	4.83677e-05	13.7718	0.720689	3.0231	46.4119	0.0942429	8.37088
21	1175	4.91704e-05	13.8866	0.975565	3.71269	77.3957	0.0939009	10.1594
21	1012	4.94388e-05	13.8448	0.725977	3.01179	46.4349	0.09299	8.4535
21	1183	4.94844e-05	13.7402	0.724824	3.01191	46.705	0.09355	8.39777
21	1151	4.97728e-05	13.8782	0.726078	2.9932	45.9849	0.0928191	8.47688
21	963	4.98368e-05	16.6016	0.716334	3.03921	46.7964	0.0926188	8.40902
21	1143	5.02518e-05	13.9347	0.97933	3.04965	46.2914	0.174829	54.3278
21	1119	5.05599e-05	13.7295	0.727704	3.04279	46.0666	0.0950698	8.39448
21	1166	5.07652e-05	16.6049	0.723929	3.65037	46.3825	0.0958218	8.40083
21	1120	5.08036e-05	16.5381	0.987453	3.68402	58.413	0.124167	10.2329
21	1186	5.10356e-05	14.0169	0.72012	3.08006	46.1762	0.095131	54.3495
21	1097	5.11913e-05	13.7183	1	3.66793	77.3708	0.0954977	10.1847
21	1174	5.14292e-05	13.7493	0.725148	3.05174	46.8813	0.0925228	8.40294
21	932	5.22654e-05	13.6547	0.991405	3.01294	45.9417	0.181367	10.1725
21	1123	5.23548e-05	16.5223	0.984886	3.05601	58.2471	0.125176	10.0868
21	1017	5.24784e-05	16.5283	0.992362	3.04756	58.4308	0.123957	10.1069
21	1013	5.25688e-05	13.8361	0.718534	3.03648	46.3045	0.0949101	54.4727
21	1239	5.28353e-05	13.8505	0.725544	3.02171	45.5626	0.0922209	8.47416
21	1089	5.31926e-05	16.84	0.722143	3.04217	46.3591	0.0934155	8.44667
22	1297	2.76814e-05	13.7598	0.727652	2.96597	68.6832	0.0925356	54.3762
22	1245	2.77306e-05	12.5803	0.657626	2.68255	62.2801	0.0833753	7.65774
22	1225	2.95282e-05	13.9724	0.784733	2.69987	52.412	0.103267	7.51727
22	1126	3.08334e-05	12.3767	0.801023	3.29154	69.0002	0.104601	21.0226
22	1261	3.11946e-05	13.6268	0.738039	3.70545	77.7047	0.0951736	10.0934
22	1190	3.12082e-05	14.0487	0.990362	3.00313	58.7263	0.123238	8.49609
